image_id,image_location,turtle_id,class,Unnamed: 0,Unnamed: 0.1
ID_BRXTVY5X,None,t_id_0BOenVGi,100,1624.0,3769.0
ID_QKIFILJB,None,t_id_TRl9nkP4,100,5973.0,8118.0
ID_4ZGZ11FQ,None,t_id_dBlV8A6e,100,8484.0,10629.0
ID_720BIZ6V,None,t_id_UjNkSw6U,100,6083.0,8228.0
ID_3FH2N0O6,None,t_id_HGE197xI,100,6012.0,8157.0
ID_752YGU36,None,t_id_GVPngzdK,100,9409.0,11554.0
ID_PT63TDZB,None,t_id_8OXyAdGd,100,757.0,2902.0
ID_FMRELAR4,None,t_id_OJnYu76V,100,8290.0,10435.0
ID_TOBM4D2N,None,t_id_0C4kvjJ0,100,1384.0,3529.0
ID_HKD9ZBW2,None,t_id_YBC91Qi9,100,4248.0,6393.0
ID_FNT9L8FN,None,t_id_e8fmn3qV,100,5389.0,7534.0
ID_9ESPR5S5,None,t_id_pzHJFALC,100,4759.0,6904.0
ID_57C59E0I,None,t_id_A3TffraE,100,8739.0,10884.0
ID_HJUMIRBW,None,t_id_xLBuTMQg,100,8746.0,10891.0
ID_27CKPACY,None,t_id_H3bzZzTL,100,6347.0,8492.0
ID_I5SXGE2M,None,t_id_ekE3ShpO,100,5631.0,7776.0
ID_DT06FAC2,None,t_id_SVDM8sba,100,4217.0,6362.0
ID_OBTMD7AS,None,t_id_CLjY3ClN,100,1788.0,3933.0
ID_TMYCGW60,None,t_id_XHgS4RMp,100,2500.0,4645.0
ID_7MYGERM4,None,t_id_Fm1eRUoW,100,4177.0,6322.0
ID_QODQE566,None,t_id_QFZFCRtJ,100,6499.0,8644.0
ID_SYT47PCM,None,t_id_2vME1bGI,100,8372.0,10517.0
ID_JTNOE4RH,None,t_id_dlHVp0eI,100,8979.0,11124.0
ID_KG3Y5ITL,None,t_id_e9i3Lbq4,82,1000.0,3145.0
ID_D47D2FIX,None,t_id_MNtgog1T,100,6869.0,9014.0
ID_7RX7J711,None,t_id_4OLOhSmx,100,9015.0,11160.0
ID_KE4B2JSW,None,t_id_IMlproLk,100,10335.0,12480.0
ID_VDUJW2ZB,None,t_id_utw0thCe,36,2072.0,4217.0
ID_V44WIXA5,None,t_id_Tgot3cXU,100,7102.0,9247.0
ID_A5B6IEDP,None,t_id_1SdtykQy,100,5120.0,7265.0
ID_4YUTFC82,None,t_id_teLU3Z3G,100,5118.0,7263.0
ID_9UINXUDA,None,t_id_FfNsqwwn,100,5867.0,8012.0
ID_5B9661ZE,None,t_id_mG29W0Xo,100,6922.0,9067.0
ID_VK0WPQV1,None,t_id_RCVO7acU,100,1958.0,4103.0
ID_BEAX4Y3X,None,t_id_FfNsqwwn,100,5869.0,8014.0
ID_KIG5BZCT,None,t_id_k71DPGlJ,100,3907.0,6052.0
ID_7XVWSQD9,None,t_id_o6HkyOUW,100,4036.0,6181.0
ID_548UF0VV,None,t_id_Z8rwgnqE,100,9052.0,11197.0
ID_TAD4Z75C,None,t_id_IyRxZWB7,100,8124.0,10269.0
ID_695SSVSP,None,t_id_9b0MhmYa,100,4272.0,6417.0
ID_J8J61FJT,None,t_id_2gjH6Omt,100,9370.0,11515.0
ID_5ZYD9W7M,None,t_id_Z8rwgnqE,100,9066.0,11211.0
ID_VJFI7IR7,None,t_id_Z8rwgnqE,100,9068.0,11213.0
ID_DYM1INB8,None,t_id_2acbhExc,100,6658.0,8803.0
ID_MUMDLYJE,None,t_id_wpheOSep,100,1782.0,3927.0
ID_G3VZ2P4X,None,t_id_V4w2lDFX,100,5407.0,7552.0
ID_OWF33IQ8,None,t_id_vf3Q2sAy,100,8040.0,10185.0
ID_DQQE76D6,None,t_id_O3TdrCeK,100,2192.0,4337.0
ID_XL0SFLGU,None,t_id_WCLFdbn1,100,1310.0,3455.0
ID_3XANRQJJ,None,t_id_vT34Gd2h,100,1735.0,3880.0
ID_N4VQVUQ8,None,t_id_TZSPBtHq,100,7989.0,10134.0
ID_64GI2UNF,None,t_id_6DYFAx4Y,100,3715.0,5860.0
ID_AUU2JT4E,None,t_id_9ghqXTak,100,482.0,2627.0
ID_HBZ9M0KX,None,t_id_LKX772kO,100,5572.0,7717.0
ID_VOK9E2UW,None,t_id_vtGkKPFs,100,3951.0,6096.0
ID_C0GYRQJ0,None,t_id_rLZJsnke,100,500.0,2645.0
ID_JV81P9KB,None,t_id_KIpZNtAc,100,10132.0,12277.0
ID_7DQF01HL,None,t_id_biFIYEx8,100,3360.0,5505.0
ID_9WB01DFS,None,t_id_g572BfeM,100,1682.0,3827.0
ID_K19KZ9D6,None,t_id_OJnYu76V,100,8280.0,10425.0
ID_8Q5BXJD0,None,t_id_JI6ba2Yx,31,3814.0,5959.0
ID_QWR4QRVB,None,t_id_y1Rh3DUU,100,9505.0,11650.0
ID_C6VA4XEV,None,t_id_un9NbqET,100,9926.0,12071.0
ID_O34NJZ56,None,t_id_XlTd6iU5,100,7630.0,9775.0
ID_8EBAHJ34,None,t_id_u7e3ULWc,100,5008.0,7153.0
ID_ZRL08NK3,None,t_id_Ts5LyVQz,14,3404.0,5549.0
ID_EKJ8JWQA,None,t_id_FFUgltSC,100,7509.0,9654.0
ID_0UUATVVM,None,t_id_18IsYtjx,100,1328.0,3473.0
ID_WD01ZMXG,None,t_id_LOtISOmK,100,1876.0,4021.0
ID_ANDKIQEI,None,t_id_F9myOskD,100,1225.0,3370.0
ID_BI4AAYIQ,None,t_id_KsVECcQR,100,8196.0,10341.0
ID_PXCC3WXZ,None,t_id_oMEfoGuB,100,7114.0,9259.0
ID_B2SI8F8Q,None,t_id_JI6ba2Yx,31,3803.0,5948.0
ID_SCSZK0OF,None,t_id_REJ338G5,100,4796.0,6941.0
ID_8AN126MV,None,t_id_in7vK5UR,100,10383.0,12528.0
ID_NQ7FAKZT,None,t_id_tjQz4A2d,100,887.0,3032.0
ID_U2RCT730,None,t_id_YjXYTCGC,6,7302.0,9447.0
ID_NX9A6EV7,None,t_id_UkwhEKp2,100,8067.0,10212.0
ID_LBORC4TE,None,t_id_x7uVNqlB,100,9820.0,11965.0
ID_KIA982OS,None,t_id_A3TffraE,100,8725.0,10870.0
ID_VKWP14K3,None,t_id_hWS5v0GV,100,1282.0,3427.0
ID_PHOCGJML,None,t_id_ukOjWjT5,100,790.0,2935.0
ID_FG5B345B,None,t_id_ydMQfVIa,100,6941.0,9086.0
ID_ZWN11QZ6,None,t_id_y3IIFyi0,100,6751.0,8896.0
ID_RRWFCRGZ,None,t_id_Se3dSgIY,100,2714.0,4859.0
ID_GU9T9Q2L,None,t_id_s90H7Y4Z,100,4927.0,7072.0
ID_0OW4569T,None,t_id_VP2NW7aV,87,382.0,2527.0
ID_3TXH5API,None,t_id_ul8jSQ1U,100,4600.0,6745.0
ID_S1BY8DY4,None,t_id_i6ALLIVX,100,1922.0,4067.0
ID_CNOGFTLG,None,t_id_CmtjXYoJ,100,6328.0,8473.0
ID_KD4VYDQU,None,t_id_RQ6v2yAg,100,7832.0,9977.0
ID_DMVAOZ38,None,t_id_d0N1b3pz,100,2326.0,4471.0
ID_A1HP5ABI,None,t_id_fxTQ5vHC,48,7202.0,9347.0
ID_MZNET0B9,None,t_id_dCqiVBEr,100,9858.0,12003.0
ID_J1G92CQ8,None,t_id_cpYspjyc,100,5798.0,7943.0
ID_1CX8PKHF,None,t_id_WPx1CGmJ,100,560.0,2705.0
ID_1RF74837,None,t_id_15bo4NKD,91,3700.0,5845.0
ID_16FAKBUH,None,t_id_hWS5v0GV,100,1283.0,3428.0
ID_FN15PENP,None,t_id_okiZ8bGJ,100,5716.0,7861.0
ID_32U5UKSF,None,t_id_bWLumuiE,100,1137.0,3282.0
ID_NNCJ6OIJ,None,t_id_6qgjSr5B,100,6321.0,8466.0
ID_6N5KSHAU,None,t_id_7LIO1vuB,100,293.0,2438.0
ID_N5WBZV9L,None,t_id_FcmwuEuw,100,8589.0,10734.0
ID_ACA7I4VF,None,t_id_mnpIeVcR,100,6287.0,8432.0
ID_9M7YSKL9,None,t_id_6pWdNb0L,100,1037.0,3182.0
ID_F5M0GJ89,None,t_id_TztxvYI6,100,7412.0,9557.0
ID_NX47IS2M,None,t_id_u4Vv2IVf,100,5239.0,7384.0
ID_33KOPRTA,None,t_id_cr0gRkZO,100,8973.0,11118.0
ID_VEK4OVIR,None,t_id_BROcJMHu,100,490.0,2635.0
ID_PETIKWZN,None,t_id_cPhRhwb8,100,977.0,3122.0
ID_O7MY626E,None,t_id_sqEPj3JZ,100,2346.0,4491.0
ID_THG4FLOO,None,t_id_lUd6TTCl,100,4946.0,7091.0
ID_OCZ1DZVZ,None,t_id_fagwuSJf,100,8707.0,10852.0
ID_QBU14U9W,None,t_id_7GCihXJu,100,2778.0,4923.0
ID_5BU5PGQY,None,t_id_ND4pLpTv,100,3652.0,5797.0
ID_BK1CYLEG,None,t_id_PoTev1xd,100,6668.0,8813.0
ID_ZYQMSIWO,None,t_id_hxjfBR3E,100,8634.0,10779.0
ID_7L015GK4,None,t_id_IJ0RIx6k,100,6808.0,8953.0
ID_6FGW58WS,None,t_id_1h4rb8zi,100,5464.0,7609.0
ID_4MXY340S,None,t_id_OS7u8wMw,100,9886.0,12031.0
ID_OX1S7NFO,None,t_id_fxTQ5vHC,48,7205.0,9350.0
ID_GVHXF6XU,None,t_id_am9Cq6HE,100,9624.0,11769.0
ID_KSZ3QBF6,None,t_id_k71DPGlJ,100,3900.0,6045.0
ID_BMW2IANP,None,t_id_dVQ4x3wz,30,3585.0,5730.0
ID_GNXOB0P2,None,t_id_m3owqDoC,100,1538.0,3683.0
ID_QBPXJCX2,None,t_id_6MqdKTIL,100,9479.0,11624.0
ID_XM6KFDN5,None,t_id_9FY0DXKu,100,2933.0,5078.0
ID_BFZKCU13,None,t_id_iOEZzrEf,100,4098.0,6243.0
ID_ZE45HMP4,None,t_id_tjQz4A2d,100,888.0,3033.0
ID_2SSPOJIO,None,t_id_YG8uZXtC,100,5977.0,8122.0
ID_P3CZMR81,None,t_id_1UodB8r9,100,8272.0,10417.0
ID_P0DPSIBR,None,t_id_Z18B7SuC,100,5346.0,7491.0
ID_QCGXF9PU,None,t_id_KQUZ1WyJ,100,6430.0,8575.0
ID_H2VZ253B,None,t_id_sGQh3vpc,100,6768.0,8913.0
ID_NVXL42J3,None,t_id_LII8Povb,100,4547.0,6692.0
ID_QTXCJ7AH,None,t_id_EcMk0Hg2,100,9996.0,12141.0
ID_LZOIWDV7,None,t_id_6xPyJIUw,100,4939.0,7084.0
ID_UICCVM1P,None,t_id_KBesJDTJ,100,9235.0,11380.0
ID_IPRX0KUZ,None,t_id_RtKp4T67,100,7701.0,9846.0
ID_KZYHGM9K,None,t_id_mK401ScN,100,753.0,2898.0
ID_S4U4PL8Q,None,t_id_gNqDF9gd,100,4125.0,6270.0
ID_O1WOQZEQ,None,t_id_Ju3Z38U6,100,1850.0,3995.0
ID_8A9ZJR1Y,None,t_id_fahIH1yu,100,1146.0,3291.0
ID_3GPPQZ0Y,None,t_id_hFd7ZhHZ,100,5656.0,7801.0
ID_QAPDGXEP,None,t_id_hVhYX9Pq,100,8661.0,10806.0
ID_TB3TLP3D,None,t_id_53iwrRpI,100,3267.0,5412.0
ID_GMLV5LD5,None,t_id_UHs5o4Dv,100,7172.0,9317.0
ID_UTLXN2XW,None,t_id_Qo7zJIqo,100,9079.0,11224.0
ID_UE3PV9GL,None,t_id_ksTLswDT,63,7333.0,9478.0
ID_Q7S8SNPK,None,t_id_gONisw0g,100,2442.0,4587.0
ID_7PBWLNIK,None,t_id_9sJM3BjK,100,4874.0,7019.0
ID_XEBX55JO,None,t_id_LII8Povb,100,4555.0,6700.0
ID_4P4R2I3F,None,t_id_k71DPGlJ,100,3905.0,6050.0
ID_VU68LU1C,None,t_id_QsO0TO5o,100,6283.0,8428.0
ID_E7P79IQY,None,t_id_CKMQJzfB,100,8657.0,10802.0
ID_JFR42WOU,None,t_id_B0g4QXty,100,8180.0,10325.0
ID_91OKH7AZ,None,t_id_mnpIeVcR,100,6285.0,8430.0
ID_FHBPNT9W,None,t_id_7XmVqjCJ,100,8805.0,10950.0
ID_LRLG71J4,None,t_id_XFsKopXL,100,246.0,2391.0
ID_LOVVVK5G,None,t_id_YmawwKwd,100,514.0,2659.0
ID_U7LSHKM9,None,t_id_SUf2DTHt,100,3552.0,5697.0
ID_BV8928RI,None,t_id_itHMkI8T,100,5658.0,7803.0
ID_31PQMJ5K,None,t_id_U1gh4ghL,100,7875.0,10020.0
ID_NQACSOJE,None,t_id_P4OAIsfV,100,10154.0,12299.0
ID_X040HYGQ,None,t_id_ciiaf8RC,100,4386.0,6531.0
ID_NMUXS5BF,None,t_id_OJnYu76V,100,8273.0,10418.0
ID_XTVYCO9L,None,t_id_bsykIK6j,100,463.0,2608.0
ID_YVA8EEOY,None,t_id_pjVpDqok,100,7912.0,10057.0
ID_FJ13Y3FE,None,t_id_2acbhExc,100,6659.0,8804.0
ID_BCRFXPR3,None,t_id_13mRVnbD,100,8992.0,11137.0
ID_B7WJVDMH,None,t_id_dVQ4x3wz,30,3627.0,5772.0
ID_M70YY40T,None,t_id_2IDIsx5k,100,2653.0,4798.0
ID_QNFVQF0U,None,t_id_BR1eAh1k,100,1477.0,3622.0
ID_6V1PK4BN,None,t_id_TA0n7qPY,100,9050.0,11195.0
ID_D7J1N62Z,None,t_id_NDEoOHje,100,8515.0,10660.0
ID_0K5CKYUU,None,t_id_QrKns97J,100,1486.0,3631.0
ID_7F7X3IVI,None,t_id_B0g4QXty,100,8175.0,10320.0
ID_1NFN29QH,None,t_id_XN39nRhf,100,7551.0,9696.0
ID_V5VC38BB,None,t_id_l8peB2JQ,100,2234.0,4379.0
ID_RUQC1Q07,None,t_id_n2svy199,100,8363.0,10508.0
ID_FAU32FPE,None,t_id_6kTQzb5i,100,5598.0,7743.0
ID_8FJRM07U,None,t_id_wjcOCMjH,100,7841.0,9986.0
ID_KD4ZESYT,None,t_id_iFsbNpWM,100,8893.0,11038.0
ID_47A7XTR8,None,t_id_DiM6H3cK,100,4534.0,6679.0
ID_GVGJ9T8D,None,t_id_6d0AgkXu,100,8125.0,10270.0
ID_ZXBLAN7X,None,t_id_h5N2bPBf,100,805.0,2950.0
ID_KMFBL2KC,None,t_id_ZhbmoXIA,100,3662.0,5807.0
ID_BJZ9F9K2,None,t_id_pN9jonZE,100,4514.0,6659.0
ID_RS8SIUEC,None,t_id_gCW9o3RU,100,8630.0,10775.0
ID_6QQMELLE,None,t_id_lEKYlidt,100,5446.0,7591.0
ID_U6Z595O8,None,t_id_ebsWmcO5,100,5169.0,7314.0
ID_HG81KA2I,None,t_id_1Z8OAKkB,100,6623.0,8768.0
ID_6RR7HALK,None,t_id_ojDdOQWt,100,555.0,2700.0
ID_PHVF1ONX,None,t_id_IP3xtKuX,94,4266.0,6411.0
ID_VAC80WPC,None,t_id_inU6ElBb,100,8935.0,11080.0
ID_VM1CXCY8,None,t_id_EFyFO5K1,100,4700.0,6845.0
ID_T6F003DD,None,t_id_d8OqPbVa,100,9836.0,11981.0
ID_6WDDH8MN,None,t_id_aTGRKzIO,100,10117.0,12262.0
ID_07G63SQQ,None,t_id_2E8o5Jtl,38,3485.0,5630.0
ID_YI5NC9C6,None,t_id_sGp3OIcc,100,8784.0,10929.0
ID_CD5LLRCH,None,t_id_OAasWDIl,100,9298.0,11443.0
ID_QT91KUBB,None,t_id_utw0thCe,36,2074.0,4219.0
ID_KALLR9JH,None,t_id_1yXfB9KV,100,6470.0,8615.0
ID_HYCA6B0G,None,t_id_m4KYKlsD,100,2846.0,4991.0
ID_LF2PL5FK,None,t_id_T0bkoKm8,100,2700.0,4845.0
ID_D666LI46,None,t_id_eCHKpLtC,100,7788.0,9933.0
ID_3FOGTM6I,None,t_id_QSnKVpbt,100,10020.0,12165.0
ID_8OM5CYAH,None,t_id_mtvndR4Q,100,8860.0,11005.0
ID_OAR0B5OI,None,t_id_6xQAQvQb,100,6975.0,9120.0
ID_F8CIVOJW,None,t_id_QF9zlF3A,100,5858.0,8003.0
ID_3A0DQS2M,None,t_id_B9PMVX3s,100,4773.0,6918.0
ID_Y17ZDVEJ,None,t_id_1hHpNfPh,100,10094.0,12239.0
ID_AGV5QZM6,None,t_id_wMdcJcey,100,9125.0,11270.0
ID_MRJMKTKF,None,t_id_GN9O1NqA,100,10512.0,12657.0
ID_XG1F5YLD,None,t_id_6iDDaGFJ,100,2574.0,4719.0
ID_LRE1OESJ,None,t_id_QbPBB5nW,100,10348.0,12493.0
ID_C0S8FTD5,None,t_id_cs0fp88e,100,9466.0,11611.0
ID_EZYI8OL5,None,t_id_bD4uu2Ts,100,3288.0,5433.0
ID_3OONN4R5,None,t_id_6ielDsvh,100,7149.0,9294.0
ID_U8BAB0DK,None,t_id_QpKRUeKF,100,5590.0,7735.0
ID_7GMOEQH9,None,t_id_l6RlfBso,100,4301.0,6446.0
ID_R3UD8HGB,None,t_id_KC6F5EgL,100,5122.0,7267.0
ID_8NZ3MGXI,None,t_id_cfZSxwg0,100,9330.0,11475.0
ID_FI1RWKZO,None,t_id_B0skvObB,100,2260.0,4405.0
ID_HHM1O5PJ,None,t_id_i7fLgi6H,100,1130.0,3275.0
ID_T0S2E04P,None,t_id_RCcU5WJA,100,2963.0,5108.0
ID_IASCL6LP,None,t_id_zfd3BH0J,100,2595.0,4740.0
ID_G97ZV1AC,None,t_id_LSPgs1Sr,100,5282.0,7427.0
ID_U4FLO691,None,t_id_irhXUhoB,100,9257.0,11402.0
ID_IF4WW5OJ,None,t_id_wMZesE3X,100,1946.0,4091.0
ID_XAJC39VY,None,t_id_w4nl2cEj,100,7089.0,9234.0
ID_WDZ7QXDJ,None,t_id_zdFhsUmT,100,2483.0,4628.0
ID_110D8NII,None,t_id_yXHbhnPG,100,2334.0,4479.0
ID_02I3V28Y,None,t_id_rZDVvIzf,100,4590.0,6735.0
ID_1L21N22X,None,t_id_VP2NW7aV,87,387.0,2532.0
ID_KZR0DWLD,None,t_id_zQpX2ZM0,100,4163.0,6308.0
ID_47W8SWZD,None,t_id_A3TffraE,100,8716.0,10861.0
ID_WDM1HMMM,None,t_id_vhD49jny,100,1237.0,3382.0
ID_OWPCMFVC,None,t_id_f9abc7IG,100,4198.0,6343.0
ID_SX0EITFH,None,t_id_Pnj3JCZa,100,9108.0,11253.0
ID_SKVA5NL9,None,t_id_nmM2IysT,100,9608.0,11753.0
ID_C87ZBCOO,None,t_id_6xPyJIUw,100,4940.0,7085.0
ID_KBGSCFXX,None,t_id_59Vquws0,100,10104.0,12249.0
ID_PALMJZD5,None,t_id_AHnNSaM5,100,6048.0,8193.0
ID_5M9SR7JC,None,t_id_IUKKWfNG,100,5248.0,7393.0
ID_9IPENWNM,None,t_id_lonmuoss,100,3998.0,6143.0
ID_MOK1RC9D,None,t_id_2aOd3P2b,100,1200.0,3345.0
ID_Z9RD2TPG,None,t_id_XUQF0ZJI,100,218.0,2363.0
ID_8HVLYP5T,None,t_id_kG5SSmxc,100,6418.0,8563.0
ID_K0SWYRN0,None,t_id_xdmB9yIy,100,7753.0,9898.0
ID_RXWP6L92,None,t_id_tEWAR4UD,100,8263.0,10408.0
ID_RIBO9PFQ,None,t_id_zo5J4w0Y,100,9356.0,11501.0
ID_1AZEL8E3,None,t_id_KiUQFMnT,100,4564.0,6709.0
ID_PFVN494J,None,t_id_qZFSSze1,100,3348.0,5493.0
ID_8MG46MWK,None,t_id_Pnj3JCZa,100,9117.0,11262.0
ID_HAN7TXBX,None,t_id_YXCSM9Tm,100,8541.0,10686.0
ID_XTK52DWX,None,t_id_OQWezplf,100,5628.0,7773.0
ID_3HFXVKFY,None,t_id_LSgG4glQ,100,8458.0,10603.0
ID_LV55RN41,None,t_id_z19EyFm2,100,7250.0,9395.0
ID_6KLORR7R,None,t_id_yuiplDyM,100,2227.0,4372.0
ID_OHFPKEDA,None,t_id_1ZaQH6Wx,100,4053.0,6198.0
ID_KYYPOGCM,None,t_id_vcjEyexj,100,7019.0,9164.0
ID_6189KEUV,None,t_id_IAbT8CPK,100,4741.0,6886.0
ID_UYMU902G,None,t_id_vAVZTAEk,100,7722.0,9867.0
ID_AKDML18H,None,t_id_dKRrqz3X,100,5989.0,8134.0
ID_EQ35GR0T,None,t_id_JI3lt9E9,100,6354.0,8499.0
ID_UDSDUFBN,None,t_id_kzNpjPcj,100,8962.0,11107.0
ID_CNOGNG8Q,None,t_id_UkwhEKp2,100,8087.0,10232.0
ID_178PCNVA,None,t_id_tokF8xXi,100,1798.0,3943.0
ID_3S5SWIE1,None,t_id_AE81JFdG,100,6565.0,8710.0
ID_MU20BNDG,None,t_id_saqoNCo9,100,5931.0,8076.0
ID_C4DYGNXV,None,t_id_kgwTyoJ8,100,2045.0,4190.0
ID_KVD1OXEM,None,t_id_2zVU5PYk,100,6827.0,8972.0
ID_ZXJ48FK3,None,t_id_luHhKHYa,100,9325.0,11470.0
ID_QLRRE1F3,None,t_id_5tMOgMOQ,100,5671.0,7816.0
ID_G3STLJEI,None,t_id_HrFH2rOb,100,3146.0,5291.0
ID_IOKDI4HU,None,t_id_UVnltvSp,100,820.0,2965.0
ID_LDJZJK6G,None,t_id_f9abc7IG,100,4196.0,6341.0
ID_QPJ3WSNG,None,t_id_Z9ajSqxu,100,3831.0,5976.0
ID_WWAFGCOW,None,t_id_8Q4ruggg,100,7194.0,9339.0
ID_MIF4R3D9,None,t_id_siLE1Mvw,100,2916.0,5061.0
ID_DD609TC9,None,t_id_JRkH2QTK,100,5021.0,7166.0
ID_IZLQ7T8I,None,t_id_LaUvGr6P,100,6491.0,8636.0
ID_M9RCF89Q,None,t_id_KiUQFMnT,100,4566.0,6711.0
ID_9E2KVPW6,None,t_id_VY8t1CZu,100,10430.0,12575.0
ID_VQZK5HXV,None,t_id_ynTUfhRt,100,5720.0,7865.0
ID_IMT7WZ3M,None,t_id_vf3Q2sAy,100,8041.0,10186.0
ID_Y8WAMCOE,None,t_id_4WoGdUWj,100,6624.0,8769.0
ID_REW21QUS,None,t_id_sV1ApnYH,100,10279.0,12424.0
ID_QT52YDTZ,None,t_id_eOE9POGl,100,10130.0,12275.0
ID_QEJIRFAO,None,t_id_LII8Povb,100,4545.0,6690.0
ID_Y9748VTG,None,t_id_bRb4Aq5K,100,2596.0,4741.0
ID_ENBOVKTF,None,t_id_3mMMDRXS,100,5984.0,8129.0
ID_QX937LQJ,None,t_id_wxtgsAde,100,1426.0,3571.0
ID_3MB0D0I3,None,t_id_3ixTTq9D,100,6714.0,8859.0
ID_DBUFE1HA,None,t_id_ZyV9Vc3q,100,9669.0,11814.0
ID_YC8WT5NT,None,t_id_JI6ba2Yx,31,3809.0,5954.0
ID_CL6J1O7D,None,t_id_U1gh4ghL,100,7890.0,10035.0
ID_KVGTSL6M,None,t_id_7e724qSs,100,1177.0,3322.0
ID_77KZ7YOS,None,t_id_tqNmXcIL,100,5523.0,7668.0
ID_MTF4WLQR,None,t_id_0CwKpc5m,100,3352.0,5497.0
ID_IPNRXG5O,None,t_id_vWx3Ai9w,100,3077.0,5222.0
ID_2R5N3YUP,None,t_id_I2McYJ6f,100,9042.0,11187.0
ID_F44VMP05,None,t_id_xwOvHWNh,100,831.0,2976.0
ID_FSQ7M4L3,None,t_id_PaQmRFck,100,2609.0,4754.0
ID_MSZYTRN1,None,t_id_xsRx8VMM,100,10636.0,12781.0
ID_GWCEP1YF,None,t_id_EaHOxdqO,100,5703.0,7848.0
ID_4STO3516,None,t_id_ZQuO3dal,100,5061.0,7206.0
ID_S15742HZ,None,t_id_tEWAR4UD,100,8265.0,10410.0
ID_BP2FV1QR,None,t_id_4dKntPVB,100,7809.0,9954.0
ID_MLDKQS38,None,t_id_gnWhZ6RM,100,32.0,2177.0
ID_8RECN3X6,None,t_id_VFb44eFm,22,2504.0,4649.0
ID_SZ0FG3FS,None,t_id_ru9YbC0d,100,6214.0,8359.0
ID_7RBFG8R3,None,t_id_603fO3cq,100,6454.0,8599.0
ID_GHA4BQYP,None,t_id_pXlpOBlB,100,6147.0,8292.0
ID_W1T4X871,None,t_id_YBC91Qi9,100,4253.0,6398.0
ID_SHZ2HDSP,None,t_id_he7JTQxO,100,3.0,2148.0
ID_BBU0886E,None,t_id_sMtt8rtJ,100,4136.0,6281.0
ID_NQZER798,None,t_id_JMGKulzQ,100,9615.0,11760.0
ID_Z4BDID6M,None,t_id_kd8rvcpt,100,10318.0,12463.0
ID_4KPYX7XY,None,t_id_BROcJMHu,100,495.0,2640.0
ID_JSF5CJ2K,None,t_id_3DH33U0J,100,9981.0,12126.0
ID_49KEGN4V,None,t_id_2sQraPCr,100,2405.0,4550.0
ID_HOYV3K7K,None,t_id_MRqcMo1f,100,4604.0,6749.0
ID_NN5VUYPC,None,t_id_IuHDYdPX,100,2510.0,4655.0
ID_7GZ39HCU,None,t_id_lwUvfs23,100,1841.0,3986.0
ID_ADG601BA,None,t_id_jCOo2P1M,100,4430.0,6575.0
ID_RD4BZNM3,None,t_id_QJ7GhVPL,100,1610.0,3755.0
ID_PJDH5FH8,None,t_id_wfkrF0vH,100,10238.0,12383.0
ID_TCSBYQUB,None,t_id_2Yn71r7R,47,3846.0,5991.0
ID_PQ2DAX57,None,t_id_tKtFBBSF,100,5455.0,7600.0
ID_UUM919YH,None,t_id_6vM3BZsm,100,3785.0,5930.0
ID_LXUSBV1Y,None,t_id_SOUNk0pA,100,536.0,2681.0
ID_42GSQCU4,None,t_id_QJ7GhVPL,100,1609.0,3754.0
ID_D3M0DAF8,None,t_id_kubkz8gN,100,8667.0,10812.0
ID_FJA1DSYF,None,t_id_x76T30pz,100,1571.0,3716.0
ID_P1YXVW9L,None,t_id_py0ujjx2,100,7215.0,9360.0
ID_D3DJN39Z,None,t_id_V4w2lDFX,100,5403.0,7548.0
ID_VCU0GWEY,None,t_id_JTHxY3qT,100,5051.0,7196.0
ID_TNV77IEV,None,t_id_KiUQFMnT,100,4565.0,6710.0
ID_I8RO8GEH,None,t_id_B5hcLsua,100,4462.0,6607.0
ID_5F436AQ4,None,t_id_QZcu8URY,100,4404.0,6549.0
ID_1F0PXAPQ,None,t_id_z19EyFm2,100,7239.0,9384.0
ID_LW7AZGXG,None,t_id_dlHVp0eI,100,8976.0,11121.0
ID_1L9QG6RJ,None,t_id_uJXT7dGu,41,3758.0,5903.0
ID_1R5FUYQ7,None,t_id_hbYGmHUY,100,6505.0,8650.0
ID_HUJDECWG,None,t_id_vtGkKPFs,100,3949.0,6094.0
ID_FPX5Z35X,None,t_id_SPCd2wdx,100,6956.0,9101.0
ID_GKXXF9VJ,None,t_id_kjdt80iA,100,1525.0,3670.0
ID_EK39QKIC,None,t_id_l9eWjgE6,100,6239.0,8384.0
ID_AKKFQFJ6,None,t_id_m0a1kc6I,100,1398.0,3543.0
ID_XUCCC6C6,None,t_id_zQM4qJxs,100,4234.0,6379.0
ID_6W2IT0P3,None,t_id_JfbSF9IW,100,4392.0,6537.0
ID_WRO3QK30,None,t_id_b5MVlgdD,100,1510.0,3655.0
ID_WOCXRY61,None,t_id_TXvlQcnN,100,6802.0,8947.0
ID_QPMRHK5V,None,t_id_Stm4T52y,100,4377.0,6522.0
ID_BE6YZ4VG,None,t_id_l8peB2JQ,100,2236.0,4381.0
ID_ZF3THPUI,None,t_id_KUrqhsxT,100,9648.0,11793.0
ID_X8SKW7RC,None,t_id_f2oEEmYF,100,2437.0,4582.0
ID_G1RT1JVX,None,t_id_aAU5NZwO,100,5893.0,8038.0
ID_R8XXZV8L,None,t_id_E7UFCfhq,100,1757.0,3902.0
ID_ZRJM5QSS,None,t_id_fSV7CNAn,100,9696.0,11841.0
ID_31ITAVEM,None,t_id_K5Jl9B30,100,5188.0,7333.0
